ticker,sector,in_portfolio,defensive_value_index,growth_tech_index,growth_sleeve,roe,roic,debt_to_equity,interest_coverage,earnings_stability,ev_ebitda,pb_ratio,mktcap_to_assets,roe_score,roic_score,leverage_score,stability_score,coverage_score,buffett_roe,buffett_roic,buffett_leverage,buffett_pass,quality_score,ev_score,pb_score,mca_score,trifecta_ev,trifecta_pb,trifecta_mca,trifecta_pass,value_score,debt_to_assets,equity_multiplier,leverage_flag,leverage_score_adj,composite_score,w_current,suggested_w_max,sizing_action,decision,adv_dollar_21,adv_shares_21,last_close,as_of,liquidity_score,illiquid,factor_quality,factor_value
TTMI,Information Technology,False,False,True,starlink_supply,,,,,,,6.53,3.427,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,335799922.8021356,2567883.619047619,115.51000213623047,2026-07-30,0.34507042253521125,False,,
INTC,Information Technology,False,False,True,starlink_supply,,,,,,,4.11,2.873,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,11227731787.055761,111638981.0,91.12999725341797,2026-07-30,0.9577464788732394,False,,
IRDM,Communication Services,False,False,True,starlink_supply,,,,,,,10.68,1.683,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,105872981.92995492,1913999.4761904762,47.63999938964844,2026-07-30,0.11267605633802817,True,,
SPCX,Industrials,False,False,True,launch_services,,,,,,,18.84,36.954,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,9045961832.896889,67864404.8095238,112.19999694824219,2026-07-30,0.9436619718309859,False,,
LRCX,Information Technology,False,False,True,starlink_supply,,,,,,,35.17,10.638,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,3643223611.876343,11534661.666666666,297.7200012207031,2026-07-30,0.9154929577464789,False,,
BX,Financials,False,False,False,,,,,,,,11.36,3.985,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,565249255.9516217,4503879.380952381,128.07000732421875,2026-07-30,0.5211267605633803,False,,
RKLB,Industrials,False,False,True,launch_services,,,,,,,16.45,16.165,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,1374025467.1366334,18524278.0,64.68000030517578,2026-07-30,0.7816901408450704,False,,
STLD,Materials,False,True,False,,,,,,,,3.86,2.011,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,279441431.2262689,1322719.4761904762,252.5,2026-07-30,0.2535211267605634,False,,
SEDG,Information Technology,False,False,True,emerging_growth,-0.05,-0.02,0.8,1.0,0.25,,6.18,,0.0,0.0,0.6,0.25,0.0666666666666666,False,False,True,False,0.1341666666666666,0.0,0.0,0.0,False,False,False,False,0.0,0.444,1.8,,0.0,0.0738,0.0,0.03,reduce_or_avoid,AVOID,120638806.18429787,2331114.476190476,41.7599983215332,2026-07-30,0.11971830985915492,True,0.018691588785046728,
BA,Industrials,False,False,True,cyclical,0.0,0.02,5.0,1.0,0.4,,28.63,,0.0,0.08,0.0,0.4,0.0666666666666666,False,False,False,False,0.0906666666666666,0.0,0.0,0.0,False,False,False,False,0.0,0.833,6.0,,0.0,0.0499,0.0,0.03,reduce_or_avoid,AVOID,1159792500.5927424,5434118.285714285,220.89999389648438,2026-07-30,0.7323943661971831,False,0.03271028037383177,
