ticker,sector,growth_sleeve,value_sleeve,defensive_value_index,growth_tech_index,roe,roic,debt_to_equity,ev_ebitda,pb_ratio,earnings_stability,interest_coverage,mktcap_to_assets,slope_per_period_roe,slope_per_period_roic,slope_per_period_debt_to_equity,slope_per_period_ev_ebitda,slope_per_period_pb_ratio,slope_per_period_earnings_stability,slope_per_period_interest_coverage,slope_per_period_mktcap_to_assets,recent_vs_early_pct_roe,recent_vs_early_pct_roic,recent_vs_early_pct_debt_to_equity,recent_vs_early_pct_ev_ebitda,recent_vs_early_pct_pb_ratio,recent_vs_early_pct_earnings_stability,recent_vs_early_pct_interest_coverage,recent_vs_early_pct_mktcap_to_assets,latest_value_roe,latest_value_roic,latest_value_debt_to_equity,latest_value_ev_ebitda,latest_value_pb_ratio,latest_value_earnings_stability,latest_value_interest_coverage,latest_value_mktcap_to_assets,pct_change_roe,pct_change_roic,pct_change_debt_to_equity,pct_change_ev_ebitda,pct_change_pb_ratio,pct_change_earnings_stability,pct_change_interest_coverage,pct_change_mktcap_to_assets,total_change_roe,total_change_roic,total_change_debt_to_equity,total_change_ev_ebitda,total_change_pb_ratio,total_change_earnings_stability,total_change_interest_coverage,total_change_mktcap_to_assets,n_obs_roe,n_obs_roic,n_obs_debt_to_equity,n_obs_ev_ebitda,n_obs_pb_ratio,n_obs_earnings_stability,n_obs_interest_coverage,n_obs_mktcap_to_assets,is_recovery_roe,is_recovery_roic,is_recovery_debt_to_equity,is_recovery_ev_ebitda,is_recovery_pb_ratio,is_recovery_earnings_stability,is_recovery_mktcap_to_assets,is_recovery_interest_coverage,is_deteriorating_roe,is_deteriorating_roic,is_deteriorating_debt_to_equity,is_deteriorating_ev_ebitda,is_deteriorating_pb_ratio,is_deteriorating_earnings_stability,is_deteriorating_mktcap_to_assets,is_deteriorating_interest_coverage,strong_trend_roe,strong_trend_roic,strong_trend_debt_to_equity,strong_trend_ev_ebitda,strong_trend_pb_ratio,strong_trend_earnings_stability,strong_trend_mktcap_to_assets,strong_trend_interest_coverage,trend_direction_roe,trend_direction_roic,trend_direction_debt_to_equity,trend_direction_ev_ebitda,trend_direction_pb_ratio,trend_direction_earnings_stability,trend_direction_mktcap_to_assets,trend_direction_interest_coverage,overall_slope_roe,overall_slope_roic,overall_slope_debt_to_equity,overall_slope_ev_ebitda,overall_slope_pb_ratio,overall_slope_earnings_stability,overall_slope_mktcap_to_assets,overall_slope_interest_coverage,recent_vs_early_pct_roe_right,recent_vs_early_pct_roic_right,recent_vs_early_pct_debt_to_equity_right,recent_vs_early_pct_ev_ebitda_right,recent_vs_early_pct_pb_ratio_right,recent_vs_early_pct_earnings_stability_right,recent_vs_early_pct_mktcap_to_assets_right,recent_vs_early_pct_interest_coverage_right,latest_value_roe_right,latest_value_roic_right,latest_value_debt_to_equity_right,latest_value_ev_ebitda_right,latest_value_pb_ratio_right,latest_value_earnings_stability_right,latest_value_mktcap_to_assets_right,latest_value_interest_coverage_right,best_peer_group,best_ret_rank,best_vol_rank,best_sharpe_rank,best_n_peers,avg_beta_to_peers,high_beta_any_group,low_beta_any_group,avg_beta_vs_median,recovery_count,deterioration_count,strong_trend_count,fundamental_signal,peer_signal,beta_signal
BLK,Financials,,,false,false,0.22,0.18,0.2,16.0,3.5,0.85,20.0,1.077,-0.009578745947884227,-0.006295157089773649,-0.005999334889114448,,0.07765581099247389,,,0.024812846511404234,-0.24283938790310375,-0.2214208853644578,-0.09443905271807057,,0.29605586999426753,,,0.27847499895351746,0.22,0.18,0.2,,3.5,,,1.077,-0.21316841791957275,-0.17768486135579317,-0.2012281578117801,,0.3834244267557658,,,0.3726555985128579,-0.08620871353095805,-0.05665641380796284,-0.053994014002030036,,0.698902298932265,,,0.2233156186026381,10,10,10,,10,,,10,false,false,false,,false,,false,,false,false,false,,false,,false,,0.0,0.0,0.0,,1.0,,1.0,,declining,declining,declining,,improving,,improving,,-0.009578745947884227,-0.006295157089773649,-0.005999334889114448,,0.07765581099247389,,0.024812846511404234,,-0.24283938790310375,-0.2214208853644578,-0.09443905271807057,,0.29605586999426753,,0.27847499895351746,,0.22,0.18,0.2,,3.5,,1.077,,sector_Financials,0.4444444444444444,0.0,0.05555555555555555,18,3.985484864186288,true,false,3.2946408197573405,0,0,2,NEUTRAL,PEER_LAGGARD,HIGH_BETA
DVY,Multi-Sector,,defensive_etf,true,false,0.12,0.09,1.0,10.0,1.8,0.85,8.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defensive_index,0.5185185185185185,0.43209876543209874,0.4444444444444444,81,3.819743167667476,true,false,2.7494519828757507,0,0,0,NEUTRAL,PEER_AVERAGE,HIGH_BETA
NVDA,Information Technology,growth_ai,,false,true,0.9,0.55,0.2,,24.46,0.6,50.0,,0.012405897654403648,0.00959002181591873,-0.0035543943062767533,1.8321596099521056,0.42536810913938994,-0.04107613599397378,2.2197786507919095,0.2953598315682615,-10.6,-7.193693693693694,-0.36608557844690964,10.682899918579777,437.1081081081082,-0.535028920763334,-0.8985060084443001,492.2236842105263,0.9,0.55,0.2,35.0,24.46,0.6,50.0,18.0,-37.66972971984914,-23.27675198038527,-0.6547568458930861,17.705317743436026,797.5652046363562,-0.7321365858862854,0.20406509979389312,770.0452751601104,0.9304423240802736,0.7192516361939049,-0.1990460811514982,38.47535180899422,31.902608185454245,-0.9447511278613969,130.96694039672266,21.56126770448309,76,76,54,5,76,7,60,74,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,true,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,improving,improving,declining,improving,improving,declining,improving,improving,0.012405897654403648,0.00959002181591873,-0.0035543943062767533,1.8321596099521056,0.42536810913938994,-0.04107613599397378,0.2953598315682615,2.2197786507919095,-10.6,-7.193693693693694,-0.36608557844690964,10.682899918579777,437.1081081081082,-0.535028920763334,492.2236842105263,-0.8985060084443001,0.9,0.55,0.2,35.0,24.46,0.6,18.0,50.0,growth_tech_index,0.5,0.9285714285714286,0.7857142857142857,42,0.2530374969332208,false,true,-0.6691028096806284,0,3,4,DETERIORATING,PEER_LEADER,LOW_BETA
CSCO,Information Technology,,,true,false,0.25,0.18,0.3,,9.21,0.88,25.0,4.5,0.003392946642062586,0.0021530252465390212,0.0011473785000747534,0.17599681416482896,0.07378904348153126,-0.7359078467316096,0.1383856834800543,0.026503804193367852,0.6572754391779916,0.723312589755864,0.14722753346080297,0.9807365439093486,3.2444547134935307,-0.9198844263396616,0.03416894183833873,2.6062675773402972,0.25,0.18,0.3,11.0,9.21,0.88,25.0,4.5,1.5607126960968416,1.7502321046475338,0.3148820695693872,1.2975881418175341,2.5650477019770386,-1.3399472568647095,0.39981615918169805,1.6244984938000444,0.24768510487056877,0.15717084299734854,0.083758630505457,12.495773805702855,5.3866001741517815,-14.71815693463219,10.102154894043965,1.934777706115853,74,74,74,72,74,6,74,74,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,improving,improving,improving,improving,improving,declining,improving,improving,0.003392946642062586,0.0021530252465390212,0.0011473785000747534,0.17599681416482896,0.07378904348153126,-0.7359078467316096,0.026503804193367852,0.1383856834800543,0.6572754391779916,0.723312589755864,0.14722753346080297,0.9807365439093486,3.2444547134935307,-0.9198844263396616,2.6062675773402972,0.03416894183833873,0.25,0.18,0.3,11.0,9.21,0.88,4.5,25.0,defensive_index,0.9506172839506173,0.5185185185185185,0.8888888888888888,81,0.9409900496433603,false,false,-0.019227774551651755,0,0,5,STRONG_TREND,PEER_LEADER,NEUTRAL_BETA
ARKK,ETF,thematic,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,growth_tech_index,0.35714285714285715,0.8809523809523809,0.5476190476190477,42,0.29283057660100775,false,true,-0.24590841891856022,0,0,0,NEUTRAL,PEER_AVERAGE,LOW_BETA
TSLA,Consumer Discretionary,emerging_growth,,false,true,0.15,0.1,0.2,,13.73,0.35,12.0,,0.027208100470957612,0.016636869585441017,-0.05009976235392118,6.02433514102789,0.29001558230129654,,4.6052447002732695,0.18966005042167372,-1.2303262955854126,-1.318471337579618,-0.9046938289254229,-2.4688262702462835,18.741750358680058,,-1.0748045730528992,27.28170894526035,0.15,0.1,0.2,55.0,13.73,,12.0,10.0,-2.299584558183968,-4.180784937705561,-1.2305204788682396,-1.3176831330431442,22.44592344592344,,-3.194987403281825,26.535007054408478,1.7141103296703295,1.048122783882784,-2.454888355342138,283.14375162831084,18.27098168498168,,290.130416117216,11.569263075722096,64,64,50,48,64,,64,62,false,false,false,false,false,,false,false,true,true,false,true,false,,false,true,0.0,0.0,1.0,0.0,1.0,,1.0,0.0,improving,improving,declining,improving,improving,,improving,improving,0.027208100470957612,0.016636869585441017,-0.05009976235392118,6.02433514102789,0.29001558230129654,,0.18966005042167372,4.6052447002732695,-1.2303262955854126,-1.318471337579618,-0.9046938289254229,-2.4688262702462835,18.741750358680058,,27.28170894526035,-1.0748045730528992,0.15,0.1,0.2,55.0,13.73,,10.0,12.0,sector_Consumer Discretionary,0.14285714285714285,1.0,0.0,7,0.2572277608310666,false,false,-0.22900285794489217,0,4,3,DETERIORATING,PEER_LAGGARD,NEUTRAL_BETA
SATS,Communication Services,starlink_supply,,false,true,,,,,5.34,,,1.506,-0.009327835845081834,-0.001802596823853508,0.015120239831469779,,1.0687499999999999,,-2.1211788573187897,0.31933333333333336,-2.1118073878627968,-24.575539568345327,9.94055944055944,,16.8,,-51.47390572390573,34.02325581395349,0.0,0.0,2.0,,5.34,,1.0,1.506,-4.145704820036371,69.98317080843032,6.78867910800684,,21.44648829431438,,-39.75435609432806,41.652173913043484,-0.6156371657754011,-0.11897139037433153,0.9979358288770054,,6.4125,,-118.78601600985223,1.9160000000000001,67,67,67,,7,,57,7,false,false,false,,false,,false,false,false,false,false,,false,,false,false,0.0,0.0,1.0,,1.0,,1.0,1.0,declining,declining,improving,,improving,,improving,declining,-0.009327835845081834,-0.001802596823853508,0.015120239831469779,,1.0687499999999999,,0.31933333333333336,-2.1211788573187897,-2.1118073878627968,-24.575539568345327,9.94055944055944,,16.8,,34.02325581395349,-51.47390572390573,0.0,0.0,2.0,,5.34,,1.506,1.0,sector_Communication Services,0.5,0.5,0.5,6,0.07003705997844731,false,true,-0.5325508318744152,0,0,4,STRONG_TREND,PEER_AVERAGE,LOW_BETA
NKE,Consumer Discretionary,,,false,false,0.3,0.18,0.6,,4.16,0.8,15.0,1.548,0.0026867059971249444,,0.012072970643214814,,,,,,0.9102196752626549,,11.903225806451612,,,,,,0.3,,0.6,,,,,,1.4484140151546776,,17.584544197725926,,,,,,0.19075612579587106,,0.8088890330953925,,,,,,72,,68,,,,,,false,,false,,,,,,false,,false,,,,,,0.0,,1.0,,,,,,improving,,improving,,,,,,0.0026867059971249444,,0.012072970643214814,,,,,,0.9102196752626549,,11.903225806451612,,,,,,0.3,,0.6,,,,,,sector_Consumer Discretionary,0.0,0.42857142857142855,0.14285714285714285,7,-0.2885907095597258,false,true,-0.7900966709734569,0,0,1,NEUTRAL,PEER_LAGGARD,LOW_BETA
COST,Consumer Discretionary,,,true,false,0.28,0.16,0.4,,25.41,0.88,25.0,6.002,0.003668382668656779,0.00218452292154973,0.00025758669824343103,1.2830798437432969,0.22364692487123414,-0.38921499573381657,0.4834223750650075,0.07033932643862387,1.9151483602290478,0.6632016632016631,0.8433179723502305,3.192069874904656,14.056080283353014,-0.887002000580213,0.49244821204704187,6.941331575477919,0.28,0.16,0.4,28.0,25.41,0.88,25.0,6.002,3.2125481358651076,1.9130733277476926,0.08664279850006316,7.346756060198432,10.434976318077759,-1.2494464733551767,2.153199455568229,7.1993224847277535,0.2714603174806016,0.16165469619468004,0.019061415670013897,29.510836406095827,16.549872440471326,-9.730374893345415,35.773255754810556,5.205110156458166,75,75,75,5,75,7,75,75,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,improving,improving,improving,improving,improving,declining,improving,improving,0.003668382668656779,0.00218452292154973,0.00025758669824343103,1.2830798437432969,0.22364692487123414,-0.38921499573381657,0.07033932643862387,0.4834223750650075,1.9151483602290478,0.6632016632016631,0.8433179723502305,3.192069874904656,14.056080283353014,-0.887002000580213,6.941331575477919,0.49244821204704187,0.28,0.16,0.4,28.0,25.41,0.88,6.002,25.0,sector_Consumer Discretionary,0.7142857142857143,0.0,0.7142857142857143,7,4.174941200826091,true,false,3.4445898168607627,0,0,5,STRONG_TREND,PEER_AVERAGE,HIGH_BETA
HBAN,Financials,,financial_value,true,false,,,,,1.16,,,0.191,0.000972449332674246,,-0.002412553846153847,,0.008254591836734696,,,0.0010370408163265306,-3.8964143426294817,,0.07730673316708236,,2.841059602649006,,,4.984375,0.15,,0.2,,1.16,,,0.191,-2.755273109243697,,-0.29858339680121865,,2.2054252998909494,,,2.6886243386243387,0.06612655462184873,,-0.12062769230769235,,0.5778214285714287,,,0.07259285714285714,69,,51,,71,,,71,false,,true,,false,,false,,true,,false,,false,,false,,0.0,,0.0,,0.0,,0.0,,improving,,declining,,improving,,improving,,0.000972449332674246,,-0.002412553846153847,,0.008254591836734696,,0.0010370408163265306,,-3.8964143426294817,,0.07730673316708236,,2.841059602649006,,4.984375,,0.15,,0.2,,1.16,,0.191,,sector_Financials,0.0,0.8888888888888888,0.0,18,0.2731030343421291,false,true,-0.5770611240393765,1,1,0,NEUTRAL,PEER_LAGGARD,LOW_BETA
KO,Consumer Staples,,,true,false,0.38,0.15,1.4,,10.42,0.9,10.0,3.843,0.0031660352234961,-0.0004511564078664543,-0.013601190476190492,,,,-0.3320617403048428,,0.6814159292035398,-0.370012599748005,0.03130755064456721,,,,-0.5861526682806713,,0.38,0.15,1.4,,,,10.0,,1.3892985220532947,-0.17965286011507717,-0.11913451511991673,,,,-0.9690252183166397,,0.22478850086822308,-0.03203210495851826,-0.16321428571428592,,,,-23.57638356164384,,72,72,13,,,,72,,false,false,false,,,,,false,false,false,false,,,,,false,0.0,0.0,0.0,,,,,1.0,improving,declining,declining,,,,,declining,0.0031660352234961,-0.0004511564078664543,-0.013601190476190492,,,,,-0.3320617403048428,0.6814159292035398,-0.370012599748005,0.03130755064456721,,,,,-0.5861526682806713,0.38,0.15,1.4,,,,,10.0,sector_Consumer Staples,1.0,0.7692307692307693,1.0,13,0.7609981632430751,false,false,-0.1407953089518404,0,0,1,NEUTRAL,PEER_LEADER,NEUTRAL_BETA
SPLV,Multi-Sector,,defensive_etf,true,false,0.14,0.11,0.8,13.0,3.0,0.9,10.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sector_Multi-Sector,0.0,0.8,0.8,5,1.1276979179665598,false,false,0.057406733174834655,0,0,0,NEUTRAL,PEER_LEADER,NEUTRAL_BETA
NOC,Industrials,aerospace_defense,,false,true,,,,,4.43,,,1.685,0.0020074820791893423,-0.0002671015199849878,0.011795816768253732,,0.06310781009570275,,-0.07860800900731844,0.01922778757740664,3.4388235294117653,1.0553907022749756,2.04,,4.850923482849605,,-0.30743350761536714,4.602990033222592,0.14,0.1,0.9,,4.43,,8.0,1.685,5.290476237574801,-0.5768760638729027,2.8979342233426126,,5.975188245118419,,-0.5126303964207831,4.617198990627252,0.14654619178082198,-0.01949841095890411,0.837502990546015,,4.606870136986301,,-5.7383846575342465,1.4036284931506846,74,74,72,,74,,74,74,false,true,false,,false,,false,false,false,false,false,,false,,false,false,0.0,0.0,1.0,,1.0,,1.0,1.0,improving,declining,improving,,improving,,improving,declining,0.0020074820791893423,-0.0002671015199849878,0.011795816768253732,,0.06310781009570275,,0.01922778757740664,-0.07860800900731844,3.4388235294117653,1.0553907022749756,2.04,,4.850923482849605,,4.602990033222592,-0.30743350761536714,0.14,0.1,0.9,,4.43,,1.685,8.0,growth_tech_index,0.047619047619047616,0.16666666666666666,0.09523809523809523,42,1.6048493248246025,true,false,0.6778271909245076,1,0,4,STRONG_TREND,PEER_LAGGARD,HIGH_BETA
IRDM,Communication Services,starlink_supply,,false,true,,,,,10.48,,,1.65,0.0005972879812695109,-0.0007607212539021851,0.0589343339587242,,0.12400257457386363,,-0.024422861538461557,0.027695090553977272,2.7680555555555553,0.27470355731225304,0.8625520636122679,,11.42513211978861,,-0.6076435840865418,2.2934782608695654,0.08,0.06,1.2,,10.48,,3.0,1.65,1.746785605599513,-1.5363100241672791,1.7152530032763011,,9.573178254194538,,-0.12979837127158567,3.4217872499122497,0.037031854838709674,-0.04716471774193547,2.2984390243902437,,7.936164772727272,,-1.2211430769230778,1.7724857954545454,63,63,40,,65,,51,65,false,true,false,,false,,false,false,false,false,false,,false,,false,false,0.0,0.0,1.0,,1.0,,1.0,1.0,improving,declining,improving,,improving,,improving,declining,0.0005972879812695109,-0.0007607212539021851,0.0589343339587242,,0.12400257457386363,,0.027695090553977272,-0.024422861538461557,2.7680555555555553,0.27470355731225304,0.8625520636122679,,11.42513211978861,,2.2934782608695654,-0.6076435840865418,0.08,0.06,1.2,,10.48,,1.65,3.0,growth_tech_index,0.9523809523809523,0.38095238095238093,0.8809523809523809,42,-1.0483312739749213,false,true,-1.6509191658277838,1,0,4,STRONG_TREND,PEER_LEADER,LOW_BETA
HEI,Industrials,aerospace_defense,,false,true,0.16,0.12,0.6,28.0,7.0,0.85,12.0,4.0,0.0000740581118078249,-0.000842293385145279,0.0031599744171172746,,0.06928731961494305,,,0.037649181312373055,1.3025270758122742,0.1371788657295201,18.33898305084746,,19.075396825396826,,,18.207612456747405,0.16,0.12,0.6,,7.0,,,4.0,0.17828804694476366,-1.4074311062838853,6.635946275946277,,19.581199021614342,,,18.824590656186526,0.0048137772675086185,-0.05474907003444313,0.1990783882783883,,4.503675774971299,,,2.4471967853042487,66,66,64,,66,,,66,false,true,false,,false,,false,,false,false,false,,false,,false,,0.0,0.0,0.0,,1.0,,1.0,,improving,declining,improving,,improving,,improving,,0.0000740581118078249,-0.000842293385145279,0.0031599744171172746,,0.06928731961494305,,0.037649181312373055,,1.3025270758122742,0.1371788657295201,18.33898305084746,,19.075396825396826,,18.207612456747405,,0.16,0.12,0.6,,7.0,,4.0,,sector_Industrials,0.8235294117647058,0.4117647058823529,0.7647058823529411,17,1.4857678409430026,true,false,0.5587457070429077,1,0,2,NEUTRAL,PEER_LEADER,HIGH_BETA
MOS,Materials,,,false,false,0.08,0.06,0.4,,0.6,0.55,5.0,0.321,-0.0008735227173670904,-0.0006100884287194782,0.0032937906186136165,,-0.01674779896752448,,,-0.014967078946603776,0.2298232129131438,-0.12472647702407005,1.8469750889679715,,-0.6910112359550562,,,-0.759080800593032,0.08,0.06,0.4,,0.6,,,0.321,-1.184737288736742,-0.7513956750772985,1.543244555574212,,-0.6386468587502221,,,-0.8315043859224321,-0.05852602206359506,-0.04087592472420504,0.2206839714471123,,-1.1221025308241401,,,-1.002794289422453,68,68,68,,68,,,68,true,false,false,,false,,false,,false,false,false,,false,,false,,0.0,0.0,0.0,,1.0,,1.0,,declining,declining,improving,,declining,,declining,,-0.0008735227173670904,-0.0006100884287194782,0.0032937906186136165,,-0.01674779896752448,,-0.014967078946603776,,0.2298232129131438,-0.12472647702407005,1.8469750889679715,,-0.6910112359550562,,-0.759080800593032,,0.08,0.06,0.4,,0.6,,0.321,,sector_Materials,0.07142857142857142,1.0,0.0,14,1.10119392352101,false,false,0.12252754980602765,1,0,2,NEUTRAL,PEER_LAGGARD,NEUTRAL_BETA
LMT,Industrials,,,true,false,0.55,0.2,1.5,,15.05,0.88,12.0,2.407,-0.05928188648403557,-0.004610655317342373,-0.1574996694491451,,-0.6065297718474939,-0.3035322766828955,-0.039998827625138046,0.02889694035400103,-0.21819474058280025,-0.7577666081269303,0.18670886075949367,,2.3717805151175813,-0.48841194338445176,-0.0721051614150397,4.309812568908489,0.55,0.2,1.5,,15.05,0.88,12.0,2.407,-7.246924828454762,-0.4800652992100139,-8.406575763376662,,-9.000209923078973,-0.9484390896588217,-0.1929553445702406,4.3009399596652695,-4.209013940366526,-0.32735652753130845,-10.709977522541866,,-38.81790539823961,-2.428258213463164,-2.839916761384801,1.8494041826560659,72,72,69,,65,4,72,65,false,false,true,,true,false,false,false,false,false,false,,false,false,false,false,1.0,0.0,0.0,,0.0,1.0,1.0,1.0,declining,declining,declining,,declining,declining,improving,declining,-0.05928188648403557,-0.004610655317342373,-0.1574996694491451,,-0.6065297718474939,-0.3035322766828955,0.02889694035400103,-0.039998827625138046,-0.21819474058280025,-0.7577666081269303,0.18670886075949367,,2.3717805151175813,-0.48841194338445176,4.309812568908489,-0.0721051614150397,0.55,0.2,1.5,,15.05,0.88,2.407,12.0,sector_Industrials,0.17647058823529413,0.23529411764705882,0.23529411764705882,17,2.4176083054972857,true,false,1.4153814854701605,2,0,4,RECOVERING,PEER_LAGGARD,HIGH_BETA
GIS,Consumer Staples,,,true,false,0.28,0.12,1.3,12.0,3.8,0.8,7.0,1.125,0.001101486206770257,-0.0003932747734970293,0.005201373593818024,0.533991845279617,-0.18895248340353735,-0.060042814566679606,-0.00968245477620477,-0.032725356202474194,-0.38523274478330666,-0.036140224069389264,0.3692660550458719,0.7687345724911776,-0.25016515362330954,-0.25682237507791184,0.16043211867139634,-0.19206125778327815,0.28,0.12,1.3,12.0,3.8,0.8,7.0,1.125,0.4338457707191385,-0.2436814431306894,0.33647699798283714,2.387350292133136,-0.5961142265308599,-0.6935507793982189,-0.11591897969516853,-0.4205823231454708,0.07930700688745851,-0.028315783691786108,0.3744988987548977,10.145845060312721,-3.5900971846672096,-1.1408134767669125,-0.6971367438867435,-0.6217817678470097,73,73,73,4,4,4,73,4,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,improving,declining,improving,improving,declining,declining,declining,declining,0.001101486206770257,-0.0003932747734970293,0.005201373593818024,0.533991845279617,-0.18895248340353735,-0.060042814566679606,-0.032725356202474194,-0.00968245477620477,-0.38523274478330666,-0.036140224069389264,0.3692660550458719,0.7687345724911776,-0.25016515362330954,-0.25682237507791184,-0.19206125778327815,0.16043211867139634,0.28,0.12,1.3,12.0,3.8,0.8,1.125,7.0,sector_Consumer Staples,0.0,0.46153846153846156,0.07692307692307693,13,-0.5085314505989339,false,true,-1.4103249227938492,1,1,4,STRONG_TREND,PEER_LAGGARD,LOW_BETA
VNQ,Real Estate,,,false,false,0.06,0.04,0.8,,,0.75,3.0,1.0,0.0010374364137979426,0.00001616803401064503,-0.007876718324310632,,,-0.007327852164727557,0.01878474687594358,-0.006905345333665004,0.17209893262029657,0.032295163069074255,-0.07050916350873089,,,-0.04325137228400918,0.04417354402840165,-0.03203965850313308,0.06,0.04,0.8,,,0.75,3.0,1.0,0.15344861514051533,0.0035536587225336053,-0.09133045127223853,,,-0.08568585996967368,0.06556918601428557,-0.05460267290418637,0.009336927724181484,0.00014551230609580526,-0.07089046491879569,,,-0.06595066948254802,0.16906272188349222,-0.062148108002985036,10,10,10,,,10,10,10,false,false,false,,,false,false,false,false,false,false,,,false,false,false,0.0,0.0,0.0,,,0.0,0.0,1.0,improving,improving,declining,,,declining,declining,improving,0.0010374364137979426,0.00001616803401064503,-0.007876718324310632,,,-0.007327852164727557,-0.006905345333665004,0.01878474687594358,0.17209893262029657,0.032295163069074255,-0.07050916350873089,,,-0.04325137228400918,-0.03203965850313308,0.04417354402840165,0.06,0.04,0.8,,,0.75,1.0,3.0,sector_Real Estate,1.0,0.3333333333333333,0.6666666666666666,3,1.0617599890591303,false,false,0.09585701129269852,0,0,1,NEUTRAL,PEER_AVERAGE,NEUTRAL_BETA
IYR,Real Estate,,defensive_etf,true,false,0.06,0.04,1.2,16.0,2.0,0.8,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sector_Real Estate,0.6666666666666666,0.6666666666666666,1.0,3,1.8313341583559268,true,false,0.891358957792937,0,0,0,NEUTRAL,PEER_LEADER,HIGH_BETA
IVZ,Financials,,financial_value,true,false,,,,,1.05,,,0.327,-0.0005273537414965985,-0.0002215170068027211,-0.0011905254791133096,,-0.0036565940940940945,,-0.015763503401360537,-0.0018752189689689698,0.6748898678414098,0.6698039215686272,0.545189504373178,,0.8430335097001764,,0.3537603081329318,-0.04258443465491927,0.15,0.15,0.4,,1.05,,10.0,0.327,-0.7126401912116196,-0.27014269122283063,-0.4499078845486345,,-0.5142085444819819,,-0.09533827873641244,-0.4515577450360061,-0.036914761904761895,-0.015506190476190477,-0.07738415614236513,,-0.2632747747747748,,-1.1034452380952375,-0.13501576576576582,71,71,66,,73,,71,73,true,true,true,,true,,false,true,false,false,false,,false,,false,false,0.0,0.0,0.0,,0.0,,0.0,0.0,declining,declining,declining,,declining,,declining,declining,-0.0005273537414965985,-0.0002215170068027211,-0.0011905254791133096,,-0.0036565940940940945,,-0.0018752189689689698,-0.015763503401360537,0.6748898678414098,0.6698039215686272,0.545189504373178,,0.8430335097001764,,-0.04258443465491927,0.3537603081329318,0.15,0.15,0.4,,1.05,,0.327,10.0,defensive_index,0.8395061728395061,0.6790123456790124,0.8641975308641975,81,1.3767373434219439,true,false,0.5265731850404383,5,0,0,RECOVERING,PEER_LEADER,HIGH_BETA
VIG,Multi-Sector,,defensive_etf,true,false,0.2,0.15,0.6,16.0,4.0,0.92,15.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sector_Multi-Sector,0.4,1.0,1.0,5,0.5613919405977689,false,true,-0.5088992441939563,0,0,0,NEUTRAL,PEER_LEADER,LOW_BETA
VYM,Multi-Sector,,defensive_etf,true,false,0.14,0.11,0.8,11.0,2.5,0.88,10.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defensive_index,0.48148148148148145,0.4567901234567901,0.41975308641975306,81,3.8078485105518993,true,false,2.7375573257601746,0,0,0,NEUTRAL,PEER_AVERAGE,HIGH_BETA
CFG,Financials,,,true,false,,,,,1.26,,,0.169,0.0008312728079008877,,0.0011054221598100539,,0.009815729166666669,,,0.0008740625,2.9858870967741935,,1.8025477707006363,,1.5925925925925928,,,1.407142857142857,0.12,,0.3,,1.26,,,0.169,5.209309596178896,,0.7117101576859252,,1.0045948827292113,,,0.616985294117647,0.03906982197134172,,0.05195484151107253,,0.4711550000000001,,,0.041955,48,,48,,49,,,49,false,,false,,false,,false,,false,,false,,false,,false,,0.0,,0.0,,0.0,,0.0,,improving,,improving,,improving,,improving,,0.0008312728079008877,,0.0011054221598100539,,0.009815729166666669,,0.0008740625,,2.9858870967741935,,1.8025477707006363,,1.5925925925925928,,1.407142857142857,,0.12,,0.3,,1.26,,0.169,,defensive_index,0.6172839506172839,0.9629629629629629,0.9382716049382716,81,0.16393473497148536,false,false,-0.6610856905014513,0,0,0,NEUTRAL,PEER_LEADER,NEUTRAL_BETA
